Year,Month,Make,Model,Count,Reg Date
2020,Sep,NISSAN,E-NV200,6,2020-09-01
2020,Sep,NISSAN,LEAF,222,2020-09-01
2020,Sep,NISSAN,NV200,1,2020-09-01
2020,Sep,SMART,FORTWO,2,2020-09-01
2020,Sep,TESLA,MODEL 3,139,2020-09-01
2020,Sep,TESLA,MODEL S,6,2020-09-01
2020,Sep,TESLA,MODEL X,13,2020-09-01
2020,Sep,VOLKSWAGEN,GOLF,24,2020-09-01
2021,Apr,AUDI,E-TRON,3,2021-04-01
2021,Apr,AUDI,RS ETRON GT,1,2021-04-01
2021,Apr,BMW,I3,4,2021-04-01
2021,Apr,BYD,E6Y,1,2021-04-01
2021,Apr,HYUNDAI,IONIQ,16,2021-04-01
2021,Apr,HYUNDAI,IONIQ 5,1,2021-04-01
2021,Apr,HYUNDAI,KONA,67,2021-04-01
2021,Apr,JAGUAR,I-PACE,3,2021-04-01
2021,Apr,KIA,NIRO,20,2021-04-01
2021,Apr,MERCEDES-BENZ,EQC,1,2021-04-01
2021,Apr,MG,5,3,2021-04-01
2021,Apr,MG,ZS,25,2021-04-01
2021,Apr,MG,ZS EV,11,2021-04-01
2021,Apr,MINI,HATCH,7,2021-04-01
2021,Apr,MITSUBISHI,MINICAB,1,2021-04-01
2021,Apr,NISSAN,LEAF,210,2021-04-01
2021,Apr,PEUGEOT,E-208,1,2021-04-01
2021,Apr,PORSCHE,TAYCAN,11,2021-04-01
2021,Apr,RENAULT,ZOE,1,2021-04-01
2021,Apr,TESLA,MODEL 3,10,2021-04-01
2021,Apr,TESLA,MODEL S,6,2021-04-01
2021,Apr,VOLKSWAGEN,E-GOLF,2,2021-04-01
2021,Apr,VOLKSWAGEN,ID3,1,2021-04-01
2021,Aug,AUDI,E-TRON,9,2021-08-01
2021,Aug,BMW,I,1,2021-08-01
2021,Aug,BMW,I3,1,2021-08-01
2021,Aug,HYUNDAI,IONIQ,6,2021-08-01
2021,Aug,HYUNDAI,IONIQ 5,10,2021-08-01
2021,Aug,HYUNDAI,KONA,31,2021-08-01
2021,Aug,JAGUAR,I-PACE,1,2021-08-01
2021,Aug,KIA,NIRO,2,2021-08-01
2021,Aug,MAZDA,MX-30,2,2021-08-01
2021,Aug,MERCEDES-BENZ,EQA,5,2021-08-01
2021,Aug,MERCEDES-BENZ,EQC,1,2021-08-01
2021,Aug,MG,5,1,2021-08-01
2021,Aug,MG,ZS,56,2021-08-01
2021,Aug,MINI,HATCH,6,2021-08-01
2021,Aug,MITSUBISHI,I-MIEV,1,2021-08-01
2021,Aug,MITSUBISHI,MIEV,1,2021-08-01
2021,Aug,NISSAN,E-NV200,1,2021-08-01
2021,Aug,NISSAN,LEAF,156,2021-08-01
2021,Aug,PORSCHE,TAYCAN,2,2021-08-01
2021,Aug,RENAULT,ZOE,1,2021-08-01
2021,Aug,TESLA,MODEL 3,191,2021-08-01
2021,Aug,VOLKSWAGEN,E-GOLF,1,2021-08-01
2021,Aug,VOLKSWAGEN,ID3,1,2021-08-01
2021,Aug,VOLKSWAGEN,ID4,1,2021-08-01
2021,Dec,AUDI,E-TRON,12,2021-12-01
2021,Dec,AUDI,E-TRON GT,1,2021-12-01
2021,Dec,BMW,I,28,2021-12-01
2021,Dec,BMW,I3,1,2021-12-01
2021,Dec,HYUNDAI,IONIQ,58,2021-12-01
2021,Dec,HYUNDAI,IONIQ 5,70,2021-12-01
2021,Dec,HYUNDAI,KONA,138,2021-12-01
2021,Dec,JAGUAR,I-PACE,2,2021-12-01
2021,Dec,KIA,NIRO,21,2021-12-01
2021,Dec,LEXUS,UX300E,13,2021-12-01
2021,Dec,MAZDA,MX-30,3,2021-12-01
2021,Dec,MERCEDES-BENZ,EQA,2,2021-12-01
2021,Dec,MERCEDES-BENZ,EQC,5,2021-12-01
2021,Dec,MG,5,1,2021-12-01
2021,Dec,MG,ZS,49,2021-12-01
2021,Dec,MINI,HATCH,27,2021-12-01
2021,Dec,NISSAN,LEAF,196,2021-12-01
2021,Dec,PEUGEOT,E-2008,19,2021-12-01
2021,Dec,PEUGEOT,E-208,19,2021-12-01
2021,Dec,POLESTAR,POLESTAR 2,34,2021-12-01
2021,Dec,PORSCHE,TAYCAN,1,2021-12-01
2021,Dec,RENAULT,ZOE,3,2021-12-01
2021,Dec,SKODA,ENYAQ,2,2021-12-01
2021,Dec,SMART,FORTWO,1,2021-12-01
2021,Dec,TESLA,MODEL 3,620,2021-12-01
2021,Dec,TESLA,MODEL S,6,2021-12-01
2021,Dec,VAUXHALL,CORSA,1,2021-12-01
2021,Dec,VOLKSWAGEN,ID3,2,2021-12-01
2021,Dec,VOLKSWAGEN,ID4,1,2021-12-01
2021,Feb,AUDI,E-TRON,15,2021-02-01
2021,Feb,BMW,I,2,2021-02-01
2021,Feb,BMW,I3,4,2021-02-01
2021,Feb,BYD,E6Y,2,2021-02-01
2021,Feb,HYUNDAI,IONIQ,8,2021-02-01
2021,Feb,HYUNDAI,KONA,6,2021-02-01
2021,Feb,JAGUAR,I-PACE,2,2021-02-01
2021,Feb,KIA,NIRO,4,2021-02-01
2021,Feb,MERCEDES-BENZ,EQC,7,2021-02-01
2021,Feb,MG,ZS EV,34,2021-02-01
2021,Feb,MINI,HATCH,3,2021-02-01
2021,Feb,MITSUBISHI,I-MIEV,1,2021-02-01
2021,Feb,MITSUBISHI,MINICA,1,2021-02-01
2021,Feb,NISSAN,E-NV200,5,2021-02-01
2021,Feb,NISSAN,LEAF,153,2021-02-01
2021,Feb,NISSAN,NV200,1,2021-02-01
2021,Feb,PORSCHE,TAYCAN,20,2021-02-01
2021,Feb,PORSCHE,TAYCAN 4S,1,2021-02-01
2021,Feb,PORSCHE,TAYCAN TURBO,2,2021-02-01
2021,Feb,PORSCHE,TAYCAN TURBO S,3,2021-02-01
2021,Feb,RENAULT,KANGOO,1,2021-02-01
2021,Feb,TESLA,MODEL 3,86,2021-02-01
2021,Feb,VOLKSWAGEN,E-GOLF,4,2021-02-01
2021,Feb,VOLKSWAGEN,GOLF,2,2021-02-01
2021,Feb,VOLKSWAGEN,ID3,3,2021-02-01
2021,Jan,AUDI,E-TRON,18,2021-01-01
2021,Jan,BMW,I,2,2021-01-01
2021,Jan,BMW,I3,2,2021-01-01
2021,Jan,BYD,E6Y,1,2021-01-01
2021,Jan,HONDA,E ADVANCE,2,2021-01-01
2021,Jan,HYUNDAI,IONIQ,28,2021-01-01
2021,Jan,HYUNDAI,KONA,56,2021-01-01
2021,Jan,JAGUAR,I-PACE,11,2021-01-01
2021,Jan,KIA,NIRO,5,2021-01-01
2021,Jan,MAZDA,MX-30,4,2021-01-01
2021,Jan,MERCEDES-BENZ,EQC,12,2021-01-01
2021,Jan,MG,ZS EV,49,2021-01-01
2021,Jan,MINI,HATCH,1,2021-01-01
2021,Jan,MITSUBISHI,I-MIEV,1,2021-01-01
2021,Jan,NISSAN,E-NV200,4,2021-01-01
2021,Jan,NISSAN,LEAF,215,2021-01-01
2021,Jan,PORSCHE,TAYCAN,14,2021-01-01
2021,Jan,TESLA,MODEL 3,29,2021-01-01
2021,Jan,TESLA,MODEL S,6,2021-01-01
2021,Jan,TESLA,MODEL X,3,2021-01-01
2021,Jan,VOLKSWAGEN,GOLF,1,2021-01-01
2021,Jan,VOLKSWAGEN,ID3,1,2021-01-01
2021,Jul,AUDI,E-TRON,27,2021-07-01
2021,Jul,BMW,I,1,2021-07-01
2021,Jul,BMW,I3,2,2021-07-01
2021,Jul,HONDA,E ADVANCE,2,2021-07-01
2021,Jul,HYUNDAI,IONIQ,23,2021-07-01
2021,Jul,HYUNDAI,KONA,151,2021-07-01
2021,Jul,JAGUAR,I-PACE,2,2021-07-01
2021,Jul,KIA,NIRO,48,2021-07-01
2021,Jul,MAZDA,MX-30,29,2021-07-01
2021,Jul,MERCEDES-BENZ,EQA,1,2021-07-01
2021,Jul,MERCEDES-BENZ,EQC,2,2021-07-01
2021,Jul,MERCEDES-BENZ,SMART,1,2021-07-01
2021,Jul,MG,5,4,2021-07-01
2021,Jul,MG,ZS,185,2021-07-01
2021,Jul,MG,ZS EV,2,2021-07-01
2021,Jul,MINI,HATCH,33,2021-07-01
2021,Jul,MITSUBISHI,I-MIEV,2,2021-07-01
2021,Jul,NISSAN,E-NV200,2,2021-07-01
2021,Jul,NISSAN,LEAF,513,2021-07-01
2021,Jul,NISSAN,NOTE,1,2021-07-01
2021,Jul,NISSAN,NV200,1,2021-07-01
2021,Jul,PEUGEOT,E-2008,2,2021-07-01
2021,Jul,PEUGEOT,E-208,1,2021-07-01
2021,Jul,PORSCHE,TAYCAN,6,2021-07-01
2021,Jul,RENAULT,ZOE,14,2021-07-01
2021,Jul,TESLA,MODEL 3,199,2021-07-01
2021,Jul,TESLA,MODEL S,4,2021-07-01
2021,Jul,TESLA,MODEL X,1,2021-07-01
2021,Jul,TOYOTA,PRIUS,1,2021-07-01
2021,Jul,VOLKSWAGEN,E-GOLF,4,2021-07-01
2021,Jul,VOLKSWAGEN,ID3,4,2021-07-01
2021,Jul,VOLKSWAGEN,ID4,4,2021-07-01
2021,Jun,AUDI,E-TRON,12,2021-06-01
2021,Jun,BMW,I3,1,2021-06-01
2021,Jun,HYUNDAI,IONIQ,18,2021-06-01
2021,Jun,HYUNDAI,KONA,15,2021-06-01
2021,Jun,JAGUAR,I-PACE,5,2021-06-01
2021,Jun,KIA,NIRO,3,2021-06-01
2021,Jun,MERCEDES-BENZ,EQA,16,2021-06-01
2021,Jun,MERCEDES-BENZ,EQC,10,2021-06-01
2021,Jun,MG,ZS,14,2021-06-01
2021,Jun,MINI,HATCH,6,2021-06-01
2021,Jun,MITSUBISHI,I-MIEV,1,2021-06-01
2021,Jun,NISSAN,E-NV200,4,2021-06-01
2021,Jun,NISSAN,LEAF,71,2021-06-01
2021,Jun,PORSCHE,TAYCAN,8,2021-06-01
2021,Jun,RENAULT,ZOE,1,2021-06-01
2021,Jun,TESLA,MODEL 3,222,2021-06-01
2021,Jun,TESLA,MODEL S,2,2021-06-01
2021,Jun,VOLKSWAGEN,E-GOLF,1,2021-06-01
2021,Jun,VOLKSWAGEN,ID3,2,2021-06-01
2021,Mar,AUDI,E-TRON,15,2021-03-01
2021,Mar,BMW,I3,5,2021-03-01
2021,Mar,HYUNDAI,IONIQ,15,2021-03-01
2021,Mar,HYUNDAI,KONA,19,2021-03-01
2021,Mar,JAGUAR,I-PACE,2,2021-03-01
2021,Mar,KIA,NIRO,7,2021-03-01
2021,Mar,MERCEDES-BENZ,EQC,16,2021-03-01
2021,Mar,MG,ZS,22,2021-03-01
2021,Mar,MG,ZS EV,37,2021-03-01
2021,Mar,MINI,HATCH,1,2021-03-01
2021,Mar,NISSAN,E-NV200,4,2021-03-01
2021,Mar,NISSAN,LEAF,248,2021-03-01
2021,Mar,PEUGEOT,E-208,1,2021-03-01
2021,Mar,PORSCHE,TAYCAN,16,2021-03-01
2021,Mar,RENAULT,ZOE,1,2021-03-01
2021,Mar,TESLA,MODEL 3,269,2021-03-01
2021,Mar,TESLA,MODEL S,1,2021-03-01
2021,Mar,TESLA,MODEL X,1,2021-03-01
2021,Mar,TOYOTA,PRIUS,1,2021-03-01
2021,Mar,VOLKSWAGEN,E-GOLF,1,2021-03-01
2021,Mar,VOLKSWAGEN,GOLF,1,2021-03-01
2021,Mar,VOLKSWAGEN,ID3,1,2021-03-01
2021,May,AUDI,E-TRON,4,2021-05-01
2021,May,BMW,I,4,2021-05-01
2021,May,BMW,I3,1,2021-05-01
2021,May,BYD,E6H,1,2021-05-01
2021,May,HYUNDAI,IONIQ,10,2021-05-01
2021,May,HYUNDAI,KONA,59,2021-05-01
2021,May,JAGUAR,I-PACE,6,2021-05-01
2021,May,KIA,NIRO,10,2021-05-01
2021,May,MERCEDES-BENZ,EQA,11,2021-05-01
2021,May,MG,5,2,2021-05-01
2021,May,MG,ZS,44,2021-05-01
2021,May,MG,ZS EV,3,2021-05-01
2021,May,MINI,HATCH,17,2021-05-01
2021,May,MITSUBISHI,I-MIEV,1,2021-05-01
2021,May,MITSUBISHI,MINICAB,1,2021-05-01
2021,May,NISSAN,E-NV200,2,2021-05-01
2021,May,NISSAN,LEAF,210,2021-05-01
2021,May,NISSAN,NV200,1,2021-05-01
2021,May,PEUGEOT,E-208,3,2021-05-01
2021,May,PORSCHE,TAYCAN,8,2021-05-01
2021,May,TESLA,MODEL 3,79,2021-05-01
2021,May,TESLA,MODEL S,5,2021-05-01
2021,May,VOLKSWAGEN,E-GOLF,1,2021-05-01
2021,May,VOLKSWAGEN,GOLF,1,2021-05-01
2021,May,VOLKSWAGEN,ID3,1,2021-05-01
2021,Nov,AUDI,E-TRON,13,2021-11-01
2021,Nov,AUDI,E-TRON GT,9,2021-11-01
2021,Nov,BMW,I,16,2021-11-01
2021,Nov,BMW,I3,1,2021-11-01
2021,Nov,HYUNDAI,IONIQ,27,2021-11-01
2021,Nov,HYUNDAI,IONIQ 5,100,2021-11-01
2021,Nov,HYUNDAI,KONA,64,2021-11-01
2021,Nov,JAGUAR,I-PACE,3,2021-11-01
2021,Nov,KIA,NIRO,25,2021-11-01
2021,Nov,LEXUS,UX300E,29,2021-11-01
2021,Nov,MAZDA,MX-30,1,2021-11-01
2021,Nov,MERCEDES-BENZ,EQA,2,2021-11-01
2021,Nov,MERCEDES-BENZ,EQC,9,2021-11-01
2021,Nov,MG,5,5,2021-11-01
2021,Nov,MG,ZS,120,2021-11-01
2021,Nov,MINI,HATCH,12,2021-11-01
2021,Nov,MITSUBISHI,I-MIEV,2,2021-11-01
2021,Nov,NISSAN,LEAF,246,2021-11-01
2021,Nov,NISSAN,NV200,1,2021-11-01
2021,Nov,PEUGEOT,E-2008,20,2021-11-01
2021,Nov,PEUGEOT,E-208,28,2021-11-01
2021,Nov,POLESTAR,POLESTAR 2,10,2021-11-01
2021,Nov,PORSCHE,TAYCAN,2,2021-11-01
2021,Nov,RENAULT,KANGOO,2,2021-11-01
2021,Nov,RENAULT,ZOE,10,2021-11-01
2021,Nov,SMART,FORTWO,1,2021-11-01
2021,Nov,TESLA,MODEL 3,408,2021-11-01
2021,Nov,TESLA,MODEL S,13,2021-11-01
2021,Nov,VOLKSWAGEN,E-GOLF,1,2021-11-01
2021,Nov,VOLKSWAGEN,ID4,2,2021-11-01
2021,Oct,AUDI,E-TRON,17,2021-10-01
2021,Oct,AUDI,E-TRON GT,5,2021-10-01
2021,Oct,BMW,I,4,2021-10-01
2021,Oct,BMW,I3,7,2021-10-01
2021,Oct,FIAT,500,2,2021-10-01
2021,Oct,HYUNDAI,IONIQ,9,2021-10-01
2021,Oct,HYUNDAI,IONIQ 5,22,2021-10-01
2021,Oct,HYUNDAI,KONA,136,2021-10-01
2021,Oct,JAGUAR,I-PACE,6,2021-10-01
2021,Oct,KIA,NIRO,31,2021-10-01
2021,Oct,MAZDA,MX-30,4,2021-10-01
2021,Oct,MERCEDES-BENZ,EQA,3,2021-10-01
2021,Oct,MERCEDES-BENZ,EQC,20,2021-10-01
2021,Oct,MG,5,4,2021-10-01
2021,Oct,MG,ZS,99,2021-10-01
2021,Oct,MINI,HATCH,11,2021-10-01
2021,Oct,MITSUBISHI,I-MIEV,1,2021-10-01
2021,Oct,NISSAN,E-NV200,2,2021-10-01
2021,Oct,NISSAN,LEAF,215,2021-10-01
2021,Oct,PEUGEOT,E-2008,2,2021-10-01
2021,Oct,PEUGEOT,E-208,7,2021-10-01
2021,Oct,PEUGEOT,EXPERT,1,2021-10-01
2021,Oct,POLESTAR,POLESTAR 2,2,2021-10-01
2021,Oct,PORSCHE,TAYCAN,2,2021-10-01
2021,Oct,RENAULT,KANGOO,1,2021-10-01
2021,Oct,RENAULT,ZOE,2,2021-10-01
2021,Oct,SKODA,ENYAQ,1,2021-10-01
2021,Oct,TESLA,MODEL 3,97,2021-10-01
2021,Oct,TESLA,MODEL S,5,2021-10-01
2021,Oct,TESLA,MODEL X,1,2021-10-01
2021,Oct,VOLKSWAGEN,E-GOLF,1,2021-10-01
2021,Oct,VOLKSWAGEN,E-UP,1,2021-10-01
2021,Oct,VOLKSWAGEN,GOLF,3,2021-10-01
2021,Oct,VOLKSWAGEN,ID3,1,2021-10-01
2021,Oct,VOLKSWAGEN,ID4,1,2021-10-01
2021,Sep,AUDI,E-TRON,11,2021-09-01
2021,Sep,BMW,I,3,2021-09-01
2021,Sep,HONDA,E ADVANCE,1,2021-09-01
2021,Sep,HYUNDAI,IONIQ,21,2021-09-01
2021,Sep,HYUNDAI,IONIQ 5,32,2021-09-01
2021,Sep,HYUNDAI,KONA,84,2021-09-01
2021,Sep,JAGUAR,I-PACE,4,2021-09-01
2021,Sep,KIA,NIRO,39,2021-09-01
2021,Sep,KIA,SOUL,1,2021-09-01
2021,Sep,MAZDA,MX-30,2,2021-09-01
2021,Sep,MERCEDES-BENZ,EQA,25,2021-09-01
2021,Sep,MERCEDES-BENZ,EQC,21,2021-09-01
2021,Sep,MG,ZS,122,2021-09-01
2021,Sep,MINI,HATCH,14,2021-09-01
2021,Sep,NISSAN,E-NV200,2,2021-09-01
2021,Sep,NISSAN,LEAF,143,2021-09-01
2021,Sep,PEUGEOT,E-2008,2,2021-09-01
2021,Sep,PEUGEOT,E-208,29,2021-09-01
2021,Sep,PORSCHE,TAYCAN,6,2021-09-01
2021,Sep,RENAULT,ZOE,3,2021-09-01
2021,Sep,TESLA,MODEL 3,1066,2021-09-01
2021,Sep,TESLA,MODEL S,3,2021-09-01
2021,Sep,VOLKSWAGEN,ID3,1,2021-09-01
2021,Sep,VOLKSWAGEN,ID4,2,2021-09-01
2022,Apr,AUDI,E-TRON,9,2022-04-01
2022,Apr,AUDI,E-TRON GT,5,2022-04-01
2022,Apr,BMW,I,20,2022-04-01
2022,Apr,BMW,I3,3,2022-04-01
2022,Apr,FIAT,500,1,2022-04-01
2022,Apr,HYUNDAI,IONIQ,41,2022-04-01
2022,Apr,HYUNDAI,IONIQ 5,53,2022-04-01
2022,Apr,HYUNDAI,KONA,70,2022-04-01
2022,Apr,JAGUAR,I-PACE,5,2022-04-01
2022,Apr,KIA,EV6,68,2022-04-01
2022,Apr,KIA,NIRO,1,2022-04-01
2022,Apr,LEXUS,UX300E,11,2022-04-01
2022,Apr,MAZDA,MX-30,4,2022-04-01
2022,Apr,MERCEDES-BENZ,EQA,41,2022-04-01
2022,Apr,MERCEDES-BENZ,EQC,14,2022-04-01
2022,Apr,MERCEDES-BENZ,SMART,1,2022-04-01
2022,Apr,MG,5,1,2022-04-01
2022,Apr,MG,ZS,16,2022-04-01
2022,Apr,MINI,HATCH,38,2022-04-01
2022,Apr,MITSUBISHI,I-MIEV,1,2022-04-01
2022,Apr,NISSAN,LEAF,365,2022-04-01
2022,Apr,PEUGEOT,E-2008,1,2022-04-01
2022,Apr,PEUGEOT,E-208,2,2022-04-01
2022,Apr,POLESTAR,POLESTAR 2,81,2022-04-01
2022,Apr,PORSCHE,TAYCAN,11,2022-04-01
2022,Apr,SMART,FORTWO,1,2022-04-01
2022,Apr,TESLA,MODEL 3,1,2022-04-01
2022,Apr,TESLA,MODEL S,4,2022-04-01
2022,Aug,AUDI,E-TRON,10,2022-08-01
2022,Aug,AUDI,E-TRON GT,3,2022-08-01
2022,Aug,BMW,4 SERIES,10,2022-08-01
2022,Aug,BMW,I,29,2022-08-01
2022,Aug,BMW,I3,4,2022-08-01
2022,Aug,BYD,ATTO 3,448,2022-08-01
2022,Aug,FIAT,500,1,2022-08-01
2022,Aug,GENESIS,G80,2,2022-08-01
2022,Aug,GENESIS,GV60,1,2022-08-01
2022,Aug,GENESIS,GV70,1,2022-08-01
2022,Aug,HYUNDAI,IONIQ,38,2022-08-01
2022,Aug,HYUNDAI,IONIQ 5,33,2022-08-01
2022,Aug,HYUNDAI,KONA,63,2022-08-01
2022,Aug,JAGUAR,I-PACE,3,2022-08-01
2022,Aug,KIA,EV6,350,2022-08-01
2022,Aug,KIA,NIRO,53,2022-08-01
2022,Aug,LEXUS,UX300E,22,2022-08-01
2022,Aug,MAZDA,MX-30,3,2022-08-01
2022,Aug,MERCEDES-BENZ,EQA,16,2022-08-01
2022,Aug,MERCEDES-BENZ,EQB,9,2022-08-01
2022,Aug,MERCEDES-BENZ,EQC,8,2022-08-01
2022,Aug,MERCEDES-BENZ,EQS,1,2022-08-01
2022,Aug,MERCEDES-BENZ,V-CLASS,2,2022-08-01
2022,Aug,MG,ZS,22,2022-08-01
2022,Aug,MINI,HATCH,22,2022-08-01
2022,Aug,NISSAN,ARIYA,1,2022-08-01
2022,Aug,NISSAN,E-NV200,2,2022-08-01
2022,Aug,NISSAN,LEAF,309,2022-08-01
2022,Aug,PEUGEOT,E-2008,27,2022-08-01
2022,Aug,PEUGEOT,E-208,8,2022-08-01
2022,Aug,POLESTAR,POLESTAR 2,9,2022-08-01
2022,Aug,PORSCHE,TAYCAN,2,2022-08-01
2022,Aug,RENAULT,ZOE,1,2022-08-01
2022,Aug,SMART,FORTWO,4,2022-08-01
2022,Aug,SSANGYONG,KORANDO,1,2022-08-01
2022,Aug,TESLA,MODEL 3,746,2022-08-01
2022,Aug,TESLA,MODEL X,1,2022-08-01
2022,Aug,TESLA,MODEL Y,581,2022-08-01
2022,Aug,VOLKSWAGEN,ID3,1,2022-08-01
2022,Aug,VOLKSWAGEN,ID4,1,2022-08-01
2022,Dec,AUDI,E-TRON,4,2022-12-01
2022,Dec,BMW,4 SERIES,9,2022-12-01
2022,Dec,BMW,I,34,2022-12-01
2022,Dec,BYD,ATTO 3,318,2022-12-01
2022,Dec,FIAT,500E,2,2022-12-01
2022,Dec,HYUNDAI,IONIQ,22,2022-12-01
2022,Dec,HYUNDAI,IONIQ 5,25,2022-12-01
2022,Dec,HYUNDAI,KONA,68,2022-12-01
2022,Dec,JAGUAR,I-PACE,3,2022-12-01
2022,Dec,KIA,EV6,3,2022-12-01
2022,Dec,KIA,NIRO,4,2022-12-01
2022,Dec,KIA,NIRO PLUS,1,2022-12-01
2022,Dec,LEXUS,UX300E,12,2022-12-01
2022,Dec,MERCEDES-BENZ,EQA,10,2022-12-01
2022,Dec,MERCEDES-BENZ,EQC,2,2022-12-01
2022,Dec,MG,ZS,282,2022-12-01
2022,Dec,MINI,HATCH,33,2022-12-01
2022,Dec,NISSAN,E-NV200,2,2022-12-01
2022,Dec,NISSAN,LEAF,167,2022-12-01
2022,Dec,OPEL,CORSA,2,2022-12-01
2022,Dec,OPEL,MOKKA,7,2022-12-01
2022,Dec,PEUGEOT,E-208,49,2022-12-01
2022,Dec,POLESTAR,POLESTAR 2,25,2022-12-01
2022,Dec,PORSCHE,TAYCAN,1,2022-12-01
2022,Dec,SKODA,ENYAQ,18,2022-12-01
2022,Dec,SMART,FORTWO,1,2022-12-01
2022,Dec,TESLA,MODEL 3,413,2022-12-01
2022,Dec,TESLA,MODEL S,1,2022-12-01
2022,Dec,TESLA,MODEL Y,868,2022-12-01
2022,Dec,TOYOTA,PRIUS,1,2022-12-01
2022,Dec,VOLVO,C40,1,2022-12-01
2022,Dec,VOLVO,XC40,6,2022-12-01
2022,Feb,AUDI,E-TRON,9,2022-02-01
2022,Feb,AUDI,E-TRON GT,2,2022-02-01
2022,Feb,BMW,I,25,2022-02-01
2022,Feb,BMW,I3,3,2022-02-01
2022,Feb,FIAT,500,2,2022-02-01
2022,Feb,HYUNDAI,IONIQ,10,2022-02-01
2022,Feb,HYUNDAI,IONIQ 5,26,2022-02-01
2022,Feb,HYUNDAI,KONA,54,2022-02-01
2022,Feb,JAGUAR,I-PACE,8,2022-02-01
2022,Feb,KIA,NIRO,35,2022-02-01
2022,Feb,LEXUS,UX300E,33,2022-02-01
2022,Feb,MAZDA,MX-30,5,2022-02-01
2022,Feb,MERCEDES-BENZ,EQC,14,2022-02-01
2022,Feb,MG,ZS,31,2022-02-01
2022,Feb,MG,ZS EV,1,2022-02-01
2022,Feb,MINI,HATCH,15,2022-02-01
2022,Feb,MITSUBISHI,I-MIEV,1,2022-02-01
2022,Feb,NISSAN,LEAF,316,2022-02-01
2022,Feb,PEUGEOT,E-2008,3,2022-02-01
2022,Feb,PEUGEOT,E-208,1,2022-02-01
2022,Feb,POLESTAR,POLESTAR 2,33,2022-02-01
2022,Feb,PORSCHE,TAYCAN,4,2022-02-01
2022,Feb,RENAULT,ZOE,1,2022-02-01
2022,Feb,SMART,FORTWO,1,2022-02-01
2022,Feb,TESLA,MODEL 3,351,2022-02-01
2022,Feb,TESLA,MODEL S,6,2022-02-01
2022,Feb,VOLKSWAGEN,E-GOLF,2,2022-02-01
2022,Feb,VOLKSWAGEN,ID3,2,2022-02-01
2022,Jan,AUDI,E-TRON,14,2022-01-01
2022,Jan,AUDI,E-TRON GT,5,2022-01-01
2022,Jan,BMW,I,42,2022-01-01
2022,Jan,BMW,I3,1,2022-01-01
2022,Jan,FIAT,500,2,2022-01-01
2022,Jan,FORD,FIESTA,1,2022-01-01
2022,Jan,HONDA,E ADVANCE,1,2022-01-01
2022,Jan,HYUNDAI,IONIQ,18,2022-01-01
2022,Jan,HYUNDAI,IONIQ 5,59,2022-01-01
2022,Jan,HYUNDAI,KONA,78,2022-01-01
2022,Jan,JAGUAR,I-PACE,18,2022-01-01
2022,Jan,KIA,NIRO,39,2022-01-01
2022,Jan,LEXUS,UX300E,17,2022-01-01
2022,Jan,MAZDA,MX-30,2,2022-01-01
2022,Jan,MERCEDES-BENZ,EQA,19,2022-01-01
2022,Jan,MERCEDES-BENZ,EQC,15,2022-01-01
2022,Jan,MG,ZS,39,2022-01-01
2022,Jan,MINI,HATCH,21,2022-01-01
2022,Jan,NISSAN,LEAF,220,2022-01-01
2022,Jan,PEUGEOT,E-2008,10,2022-01-01
2022,Jan,PEUGEOT,E-208,10,2022-01-01
2022,Jan,POLESTAR,POLESTAR 2,18,2022-01-01
2022,Jan,PORSCHE,TAYCAN,7,2022-01-01
2022,Jan,RENAULT,ZOE,5,2022-01-01
2022,Jan,TESLA,MODEL 3,1,2022-01-01
2022,Jan,TESLA,MODEL S,6,2022-01-01
2022,Jan,VAUXHALL,MOKKA-E,1,2022-01-01
2022,Jan,VOLKSWAGEN,GOLF,1,2022-01-01
2022,Jan,VOLVO,XC40,1,2022-01-01
2022,Jul,AUDI,E-TRON,11,2022-07-01
2022,Jul,AUDI,E-TRON GT,6,2022-07-01
2022,Jul,AUDI,Q4,1,2022-07-01
2022,Jul,BMW,4 SERIES,16,2022-07-01
2022,Jul,BMW,I,27,2022-07-01
2022,Jul,BYD,ATTO 3,20,2022-07-01
2022,Jul,CITROEN,DS3,1,2022-07-01
2022,Jul,FIAT,500,1,2022-07-01
2022,Jul,FORD,MUSTANG,1,2022-07-01
2022,Jul,HYUNDAI,IONIQ,36,2022-07-01
2022,Jul,HYUNDAI,IONIQ 5,15,2022-07-01
2022,Jul,HYUNDAI,KONA,34,2022-07-01
2022,Jul,JAGUAR,I-PACE,3,2022-07-01
2022,Jul,KIA,EV6,39,2022-07-01
2022,Jul,LEXUS,UX300E,12,2022-07-01
2022,Jul,MAZDA,MX-30,2,2022-07-01
2022,Jul,MERCEDES-BENZ,EQA,36,2022-07-01
2022,Jul,MERCEDES-BENZ,EQC,2,2022-07-01
2022,Jul,MERCEDES-BENZ,EQS,3,2022-07-01
2022,Jul,MERCEDES-BENZ,SMART,1,2022-07-01
2022,Jul,MG,5,1,2022-07-01
2022,Jul,MG,ZS,3,2022-07-01
2022,Jul,MINI,HATCH,32,2022-07-01
2022,Jul,NISSAN,E-NV200,2,2022-07-01
2022,Jul,NISSAN,LEAF,421,2022-07-01
2022,Jul,NISSAN,NV200,1,2022-07-01
2022,Jul,PEUGEOT,E-2008,19,2022-07-01
2022,Jul,PEUGEOT,E-208,92,2022-07-01
